PARTNER,TYPE,NAME_FIRST,NAMEMIDDLE,NAME_LAST,NAME_LST2,NAME_ORG1,NAME_ORG2,GESCHL,BIRTHDT,IDTYPE,IDNUMBER,RLTYP,ZZ_CATEGORIA,ZZ_AFILIACION,ZZ_ESTADO_AFIL,COUNTRY,REGION,CITY1,STREET,SMTP_ADDR,TELEFONOS,RELACIONES,ZZ_GRUPO_FAM,ZZ_CONSENT_DP,ZZ_CONSENT_COM,ZZ_PREF,ZZ_PREF_EMAIL,ZZ_FALLECIDO,ZZ_TIPO_ORG,CHDAT
0007000406,1,Luz,Martha,Prieto,Cano,,,2,19971205,ZCC,965297453,ZAFI,B,AF-000406,A,CO,BOG,11001,Calle 88 # 38E-7,luz.martínez561@ejemplo.test,3383532952:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000407,1,Matilde,Luz,García,Rojas,,,2,19501220,ZCC,912273761,ZAFI,B,AF-000407,A,CO,VAL,76001,Avenida calle 4ª # 9-9 Sur,matilde.estrada562@ejemplo.test,3220255617:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000408,1,Helena,Alejandra,Rincón,Pérez,,,2,19920814,ZCE,931058160,ZAFI,C,AF-000408,A,CO,BOG,11001,Carrera 77 # 44-99 Este,helena.acosta563@ejemplo.test,3444331945:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000409,1,Jhon,Omar,Forero,Restrepo,,,1,19930228,ZCC,991117549,ZAFI,A,AF-000409,A,CO,VAL,76001,Cl. 147 # 22-34,jhon.rivera564@ejemplo.test,3295348836:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000410,1,Mauricio,Armando,Rodríguez,Pacheco,,,1,19490627,ZCC,959056653,ZAFI,A,AF-000410,A,CO,CUN,25286,Transversal 109 # 5-6 Sur,mauricio.toro565@ejemplo.test,3328210828:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000411,1,Edinson,Diego,Gómez,Castillo,,,1,19430521,ZPPT,925211662,ZAFI,A,AF-000411,A,CO,CUN,25286,Av. Chocó # 7A-7 Sur,edinson.marín567@ejemplo.test,3245896490:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000412,1,Amelia,,Castro,Ochoa,,,2,19690323,ZCC,910232745,ZAFI,C,AF-000412,A,CO,CUN,25286,Calle 112 # 7-3 Sur,amelia.castillo568@ejemplo.test,3334563962:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000413,1,William,Víctor,Ríos,Angulo,,,1,19670706,ZCC,973183347,ZAFI,B,AF-000413,A,CO,CUN,25754,Cl. 9ª # 8B-7,william.quintero569@ejemplo.test,3438375769:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000414,1,Patricia,Nubia,Prada,Quintero,,,2,19861229,ZCC,923522158,ZAFI,B,AF-000414,A,CO,BOG,11001,Avenida Carlos Pardo Ospino # 7J-37 Sur,patricia.ríos570@ejemplo.test,3369408249:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000415,1,Andrés,Gustavo,Gutiérrez,Martínez,,,1,19600815,ZCC,978930496,ZAFI,C,AF-000415,A,CO,CUN,25286,Carrera 154 # 9-5,andrés.lópez572@ejemplo.test,3162642841:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000416,1,Miguel,,Galindo,Pérez,,,1,19610624,ZCC,939347688,ZAFI,A,AF-000416,A,CO,VAL,76001,Cr. 47 # 28N-63 Este,miguel.mora573@ejemplo.test,3170171581:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000417,1,Augusto,John,Trujillo,Guzmán,,,1,19981120,ZCC,956208026,ZAFI,A,AF-000417,A,CO,CUN,25286,Av. calle 8ª # 4-67 Sur,augusto.martínez574@ejemplo.test,3148519876:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000418,1,Eliana,Daniela,Tamayo,Orozco,,,2,19800505,ZCC,934788695,ZAFI,A,AF-000418,A,CO,VAL,76001,Calle 181 Bis # 6U-77,eliana.quintero575@ejemplo.test,3347693784:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000419,1,Sofía,Magaly,Fernández,Jiménez,,,2,19860917,ZCC,916703831,ZAFI,A,AF-000419,A,CO,CUN,25754,Calle 50 # 5-3 Sur,sofía.morales577@ejemplo.test,3050002062:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000420,1,Humberto,,Cárdenas,Mosquera,,,1,20010516,ZCC,957519325,ZAFI,C,AF-000420,A,CO,BOG,11001,Calle 4ª # 5-9 Este,humberto.jiménez578@ejemplo.test,3047880668:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000421,1,Marina,,Hernández,Jiménez,,,2,19780522,ZCC,960042087,ZAFI,A,AF-000421,A,CO,ANT,05001,Diagonal 79 # 73-19 Sur,marina.vásquez582@ejemplo.test,3437170045:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000422,1,Kevin,,Cruz,Marín,,,1,19450228,ZCC,981008784,ZAFI,C,AF-000422,A,CO,ANT,05001,Cl. 70 # 63-40,kevin.perea583@ejemplo.test,3072761474:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000423,1,Aurora,Liliana,Pinzón,Villegas,,,2,19651221,ZCC,913881612,ZAFI,A,AF-000423,A,CO,ANT,05001,Diagonal 8ª # 40G-9 Este,aurora.delgado585@ejemplo.test,3126014210:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000424,1,Jeison,Felipe,Trujillo,Rodríguez,,,1,20030226,ZCC,994011708,ZAFI,B,AF-000424,A,CO,ANT,05001,Cr. 92B # 81-3 Sur,jeison.fernández586@ejemplo.test,3425983073:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000425,1,Alberto,Andrés,Muñoz,Caicedo,,,1,19840720,ZPAS,947421671,ZAFI,C,AF-000425,A,CO,BOG,11001,Diagonal 177 # 7-34,alberto.hurtado587@ejemplo.test,3034361876:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000426,1,Ángela,,Valencia,Anaya,,,2,19641012,ZCC,927555328,ZAFI,C,AF-000426,A,CO,VAL,76001,Calle 91 # 7Y-6,ángela.giraldo588@ejemplo.test,3271471489:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000427,1,Miguel,Felipe,Medina,Mendoza,,,1,20010813,ZCC,996957076,ZAFI,C,AF-000427,A,CO,CUN,25754,Av. carrera 4ª # 4-44 Este,miguel.triana589@ejemplo.test,3447765031:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000428,1,Cristian,,Salas,Rodríguez,,,1,19590313,ZCC,993840433,ZAFI,A,AF-000428,A,CO,ANT,05001,Cr. 29 # 30-55 Sur,cristian.bautista590@ejemplo.test,3314030325:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000429,1,Luis,,Herrera,Díaz,,,1,20080618,ZCE,989709340,ZAFI,A,AF-000429,A,CO,CUN,25286,Avenida Jaramillo # 67-51 Este,luis.naranjo592@ejemplo.test,3157603273:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000430,1,Marcela,Ana,García,Granados,,,2,19990809,ZCC,954289116,ZAFI,A,AF-000430,A,CO,CUN,25286,Av. Lozano # 70-3 Este,marcela.alfonso593@ejemplo.test,3120181141:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000431,1,Andrés,,Vallejo,Quintero,,,1,19500408,ZCC,992314630,ZAFI,A,AF-000431,A,CO,CUN,25754,Transversal 49 # 75S-5,andrés.perea595@ejemplo.test,3472550985:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000432,1,Myriam,,Ortiz,Figueroa,,,2,19860828,ZCC,974197929,ZAFI,A,AF-000432,A,CO,BOG,11001,Carrera 9G # 84S-3 Este,myriam.delgado596@ejemplo.test,3211029493:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000433,1,Janeth,Diana,Serrano,Roa,,,2,19801117,ZCC,991571849,ZAFI,C,AF-000433,A,CO,BOG,11001,Cr. 51 # 29-7,janeth.vergara597@ejemplo.test,3319251147:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000434,1,Erick,Carlos,Garzón,Buitrago,,,1,19850127,ZCE,986103210,ZAFI,B,AF-000434,A,CO,VAL,76001,Carrera 34 # 90-40 Sur,erick.guerrero598@ejemplo.test,3388588419:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000435,1,Jackeline,,Anaya,Camargo,,,2,19510210,ZCC,970891995,ZAFI,A,AF-000435,A,CO,VAL,76001,Cl. 112 # 25-1,jackeline.díaz600@ejemplo.test,3088292813:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000436,1,María,,Castellanos,Rodríguez,,,2,19940131,ZCC,965631168,ZAFI,C,AF-000436,A,CO,VAL,76001,Calle 7 Bis # 7-27 Sur,maría.vera601@ejemplo.test,3184162600:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000437,1,Camila,Paola,Meza,Morales,,,2,19490504,ZCC,960096592,ZAFI,C,AF-000437,A,CO,BOG,11001,Cl. 5P Bis # 25-49 Este,camila.soto602@ejemplo.test,3338442859:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000438,1,Cristian,Alfredo,Trujillo,Gómez,,,1,19440721,ZCC,931598916,ZAFI,C,AF-000438,A,CO,ANT,05001,Cl. 66 # 1-2 Este,cristian.saavedra603@ejemplo.test,3293662853:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000439,1,Julieth,Luz,Muñoz,Guzmán,,,2,19970820,ZCC,935320118,ZAFI,B,AF-000439,A,CO,CUN,25286,Cr. 86 # 79-48 Sur,julieth.rodríguez604@ejemplo.test,3136839395:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000440,1,Manuel,,Velásquez,Mesa,,,1,19491229,ZCC,941846645,ZAFI,A,AF-000440,A,CO,CUN,25754,Carrera 25 # 4-10 Este,manuel.torres606@ejemplo.test,3271402617:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000441,1,Raúl,Hernando,Monsalve,Ríos,,,1,19440614,ZCC,991379972,ZAFI,B,AF-000441,A,CO,CUN,25286,Cr. 194 # 7-3 Este,raúl.angulo607@ejemplo.test,3466102005:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000442,1,Raquel,Fanny,López,Hurtado,,,2,19910426,ZCC,999960810,ZAFI,A,AF-000442,A,CO,VAL,76001,Avenida Panqueba # 2H-62 Este,raquel.fajardo608@ejemplo.test,3222017165:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000443,1,Paola,Astrid,Martínez,Pineda,,,2,19610319,ZCC,913911052,ZAFI,A,AF-000443,A,CO,BOG,11001,Cr. 155 # 32-59 Sur,paola.lópez609@ejemplo.test,3116082176:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000444,1,Manuel,,Rivera,Jaramillo,,,1,20020806,ZCC,913502804,ZAFI,C,AF-000444,A,CO,CUN,25754,Avenida Cauca # 1-7 Sur,manuel.cardona611@ejemplo.test,3353951456:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000445,1,José,,Ruiz,Cardona,,,1,19890518,ZCC,957489096,ZAFI,A,AF-000445,A,CO,CUN,25286,Diagonal 2P # 3-15 Este,josé.gil612@ejemplo.test,3156250111:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000446,1,Arley,Mauricio,Perea,Rincón,,,1,19450218,ZCE,929566634,ZAFI,A,AF-000446,A,CO,BOG,11001,Avenida calle 8ª # 61-7,arley.gil613@ejemplo.test,3434744833:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000447,1,Leonardo,Rubén,Alarcón,Ortiz,,,1,19861008,ZCC,927875207,ZAFI,B,AF-000447,A,CO,VAL,76001,Carrera 103 # 9L-21,leonardo.mejía614@ejemplo.test,3355964455:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000448,1,Alejandro,,Melo,Rodríguez,,,1,19931210,ZPAS,947865107,ZAFI,C,AF-000448,A,CO,ANT,05001,Carrera 9ª # 6-5 Sur,alejandro.ángel615@ejemplo.test,3199505036:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000449,1,Samir,Fernando,Ríos,Mendoza,,,1,19800619,ZCC,985110804,ZAFI,C,AF-000449,A,CO,BOG,11001,Cr. 24 # 91-56 Sur,samir.gonzález617@ejemplo.test,3490901500:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000450,1,Nelson,Jesús,Blanco,Giraldo,,,1,20021003,ZCC,980752203,ZAFI,A,AF-000450,A,CO,CUN,25754,Carrera 103 # 62B-7 Sur,nelson.arévalo618@ejemplo.test,3444890355:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000451,1,Enrique,,Ramírez,Ruiz,,,1,19950101,ZCC,984600636,ZAFI,A,AF-000451,A,CO,CUN,25754,Cl. 80 # 5-70,enrique.ávila620@ejemplo.test,3478821021:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000452,1,Esneider,,Hernández,Rincón,,,1,19720106,ZPPT,914082862,ZAFI,A,AF-000452,A,CO,VAL,76001,Diagonal 46B # 4-79,esneider.rentería622@ejemplo.test,3377829903:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000453,1,Ana,Alejandra,Romero,Cardona,,,2,19530728,ZCC,989338601,ZAFI,B,AF-000453,A,CO,CUN,25286,Carrera 2ª # 6-7,ana.reyes624@ejemplo.test,3219723742:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000454,1,Olga,,Bermúdez,Camargo,,,2,19970624,ZCC,927401450,ZAFI,A,AF-000454,A,CO,ANT,05001,Cl. 32 # 10-7 Este,olga.rangel625@ejemplo.test,3181626047:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000455,1,Rosa,Lucía,Morales,Ruiz,,,2,20000704,ZCC,917191246,ZAFI,B,AF-000455,A,CO,CUN,25286,Dg. 63X # 83-6 Sur,rosa.daza626@ejemplo.test,3383361320:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000456,1,Socorro,Daniela,Pérez,Díaz,,,2,19990827,ZCC,916178203,ZAFI,B,AF-000456,A,CO,CUN,25754,Cl. 3ª # 4-6 Este,socorro.arias628@ejemplo.test,3220130950:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000457,1,Danilo,,Valderrama,Hernández,,,1,19930412,ZCC,978963708,ZAFI,C,AF-000457,A,CO,VAL,76001,Transversal 1ª # 45-33 Este,danilo.osorio629@ejemplo.test,3056474019:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000458,1,Alexandra,Adriana,Angarita,Jiménez,,,2,19721206,ZCC,930997090,ZAFI,C,AF-000458,A,CO,ANT,05001,Carrera 87 # 32-35,alexandra.serrano630@ejemplo.test,3412215241:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000459,1,Guillermo,Alberto,García,Lara,,,1,19841231,ZCC,982533454,ZAFI,C,AF-000459,A,CO,VAL,76001,Calle 4ª # 86-35 Este,guillermo.ruiz631@ejemplo.test,3380337443:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000460,1,Mirian,Gabriela,Rodríguez,Vélez,,,2,19510802,ZCC,938433067,ZAFI,B,AF-000460,A,CO,CUN,25754,Dg. 19 # 77S-1 Este,mirian.gómez632@ejemplo.test,3362264528:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000461,1,Antonio,José,Acosta,Peña,,,1,19541112,ZCC,912435368,ZAFI,A,AF-000461,A,CO,ANT,05001,Cl. 82 # 8-5 Este,antonio.montoya633@ejemplo.test,3345283564:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000462,1,Yina,Ingrid,González,Jiménez,,,2,19911016,ZCC,914446612,ZAFI,C,AF-000462,A,CO,VAL,76001,Cl. 142 # 3-3 Este,yina.figueroa634@ejemplo.test,3286135449:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000463,1,Luz,Rosa,Restrepo,Paz,,,2,19920704,ZCC,988334063,ZAFI,C,AF-000463,A,CO,VAL,76001,Cl. 92 # 4-40,luz.vásquez636@ejemplo.test,3312790334:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000464,1,Jean,,Toro,Osorio,,,1,19540124,ZCE,948392392,ZAFI,A,AF-000464,A,CO,VAL,76001,Carrera 197C # 84-74,jean.espinosa638@ejemplo.test,3348705549:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000465,1,Alfredo,,Hernández,Melo,,,1,19860808,ZCC,998621857,ZAFI,C,AF-000465,A,CO,BOG,11001,Calle 2 Bis B # 67-4 Este,alfredo.burgos639@ejemplo.test,3059969602:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000466,1,Carlos,,Ruiz,Pérez,,,1,19420206,ZCC,979851478,ZAFI,C,AF-000466,A,CO,VAL,76001,Avenida calle 4ª # 30-8,carlos.caicedo640@ejemplo.test,3131603524:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000467,1,Juan,,Maldonado,Galindo,,,1,19550725,ZCC,966177677,ZAFI,B,AF-000467,A,CO,CUN,25286,Av. Los Santos # 61-2,juan.ramírez641@ejemplo.test,3228657933:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000468,1,Jorge,Gustavo,Sandoval,González,,,1,19910603,ZPAS,930569633,ZAFI,B,AF-000468,A,CO,BOG,11001,Dg. 81 # 6-7,jorge.bolaños642@ejemplo.test,3373447610:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000469,1,Iván,Armando,Mejía,Martínez,,,1,20030112,ZCC,972172412,ZAFI,A,AF-000469,A,CO,BOG,11001,Cr. 31 # 84I-4,iván.cárdenas643@ejemplo.test,3417848922:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000470,1,María,Isabel,Caro,Calderón,,,2,19541206,ZCC,968214016,ZAFI,C,AF-000470,A,CO,CUN,25286,Calle 23 # 2S-1 Este,maría.díaz644@ejemplo.test,3091204962:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000471,1,Eugenia,Rocío,Soto,Oviedo,,,2,19450725,ZCC,981012691,ZAFI,A,AF-000471,A,CO,CUN,25754,Carrera 77G # 7-9 Este,eugenia.gómez645@ejemplo.test,3224512218:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000472,1,Flor,,Melo,Rodríguez,,,2,20000417,ZCC,997044437,ZAFI,A,AF-000472,A,CO,BOG,11001,Cl. 101 # 7A-12 Sur,flor.soto646@ejemplo.test,3059274223:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000473,1,Lucero,Blanca,Ortiz,Chávez,,,2,19810112,ZCC,958946240,ZAFI,C,AF-000473,A,CO,CUN,25286,Calle 6ª # 16-25 Sur,lucero.solano647@ejemplo.test,3088386508:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000474,1,Rosa,Marcela,Guzmán,Jiménez,,,2,20041201,ZCC,973413516,ZAFI,B,AF-000474,A,CO,BOG,11001,Cl. 6 Sur # 19-6,rosa.ruiz648@ejemplo.test,3131626661:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000475,1,Tatiana,María,Gómez,Restrepo,,,2,19770815,ZPPT,975071678,ZAFI,A,AF-000475,A,CO,CUN,25754,Avenida Risaralda # 9-63 Sur,tatiana.cuesta649@ejemplo.test,3410201942:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000476,1,Luz,Janeth,Naranjo,Ortiz,,,2,20010405,ZCC,961175498,ZAFI,A,AF-000476,A,CO,CUN,25754,Cl. 91 # 89O-61 Este,luz.suárez651@ejemplo.test,3317188625:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000477,1,Óscar,,Ardila,Vergara,,,1,19920615,ZCC,972328078,ZAFI,C,AF-000477,A,CO,VAL,76001,Calle 29 # 41J-5,óscar.arias652@ejemplo.test,3339339582:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000478,1,Stella,Yaneth,Carvajal,Barragán,,,2,20040117,ZCC,937054341,ZAFI,C,AF-000478,A,CO,BOG,11001,Carrera 156 # 31P-3 Este,stella.mosquera653@ejemplo.test,3377333520:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000479,1,Rocío,,Ariza,Hernández,,,2,19770406,ZCC,974000680,ZAFI,B,AF-000479,A,CO,CUN,25754,Avenida calle 3ª # 21A-14,rocío.gonzález654@ejemplo.test,3299731717:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000480,1,Jairo,Pablo,García,López,,,1,19510223,ZCC,989560419,ZAFI,A,AF-000480,A,CO,BOG,11001,Cr. 7U # 34-11 Sur,jairo.ramírez655@ejemplo.test,3459154573:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000481,1,Erika,Juliana,Rodríguez,Herrera,,,2,19720823,ZCC,922584861,ZAFI,A,AF-000481,A,CO,CUN,25286,Cl. 81 # 4-60,erika.blanco657@ejemplo.test,3291734829:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000482,1,Andrés,José,Jiménez,Moreno,,,1,19660415,ZCC,995484370,ZAFI,A,AF-000482,A,CO,BOG,11001,Calle 60G # 3-26 Sur,andrés.rivera658@ejemplo.test,3073357850:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000483,1,Edison,Andrés,Bedoya,Marín,,,1,19611019,ZCC,945011398,ZAFI,A,AF-000483,A,CO,CUN,25754,Avenida Sepúlveda # 2-7,edison.aguilar659@ejemplo.test,3477349278:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000484,1,Alexis,,Pardo,Betancur,,,1,20050703,ZCC,998546071,ZAFI,A,AF-000484,A,CO,CUN,25754,Cl. 90G # 8-7 Este,alexis.ospina660@ejemplo.test,3236761824:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000485,1,Daniel,,Cortés,Sánchez,,,1,19710606,ZCC,978741512,ZAFI,A,AF-000485,A,CO,ANT,05001,Cr. 23 # 3R-4 Sur,daniel.castillo661@ejemplo.test,3134896974:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000486,1,César,,Valderrama,Hoyos,,,1,19720812,ZPAS,973154818,ZAFI,C,AF-000486,A,CO,ANT,05001,Tr. 77W # 4-30 Sur,césar.niño662@ejemplo.test,3121806236:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000487,1,Sebastián,Carlos,Ariza,Rodríguez,,,1,19420528,ZCC,965508127,ZAFI,C,AF-000487,A,CO,BOG,11001,Transversal 150 # 5-1 Sur,sebastián.garcés663@ejemplo.test,3054956320:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000488,1,Manuela,Nubia,Gutiérrez,Guerra,,,2,19960223,ZCC,967527422,ZAFI,A,AF-000488,A,CO,CUN,25286,Av. carrera 168 # 97-48 Este,manuela.silva664@ejemplo.test,3459456845:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000489,1,Santiago,Hernán,Durán,Gil,,,1,19540915,ZCC,918200360,ZAFI,C,AF-000489,A,CO,CUN,25754,Carrera 5O # 44-6 Este,santiago.ordóñez665@ejemplo.test,3198827987:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000490,1,Jeison,Carlos,Cárdenas,Rodríguez,,,1,19581231,ZCC,912554535,ZAFI,A,AF-000490,A,CO,CUN,25286,Calle 198 # 47R-96,jeison.amaya668@ejemplo.test,3188616864:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000491,1,Jesús,,Mendoza,Pérez,,,1,19870416,ZCC,974835955,ZAFI,C,AF-000491,A,CO,VAL,76001,Cl. 49 # 9-2 Este,jesús.arévalo669@ejemplo.test,3475118836:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000492,1,Sandra,Enith,Pérez,Rendón,,,2,19600201,ZCC,987385419,ZAFI,B,AF-000492,A,CO,CUN,25754,Cr. 142 # 73O-30 Sur,sandra.pérez671@ejemplo.test,3321625448:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000493,1,Flor,,Sánchez,Arboleda,,,2,19740511,ZCC,917216155,ZAFI,A,AF-000493,A,CO,CUN,25286,Tr. 53 # 5-5,flor.henao672@ejemplo.test,3041593970:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000494,1,José,,Caro,Hurtado,,,1,19711103,ZCC,950313313,ZAFI,A,AF-000494,A,CO,ANT,05001,Calle 141F Este # 4-68 Este,josé.gonzález673@ejemplo.test,3279885826:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000495,1,Sandra,María,Caballero,Díaz,,,2,19570818,ZCC,910952156,ZAFI,C,AF-000495,A,CO,VAL,76001,Calle 154 # 2-95 Sur,sandra.lozano674@ejemplo.test,3247258635:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000496,1,Isabel,,Castañeda,González,,,2,20040310,ZCC,919017533,ZAFI,C,AF-000496,A,CO,ANT,05001,Avenida calle 168 # 95-3 Sur,isabel.rivera675@ejemplo.test,3060431955:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000497,1,David,,Jaramillo,Maldonado,,,1,20000223,ZCC,963083659,ZAFI,A,AF-000497,A,CO,CUN,25754,Transversal 62V # 1-63 Este,david.ávila678@ejemplo.test,3262965746:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000498,1,Ever,Javier,Escobar,Gutiérrez,,,1,19420216,ZCC,959425232,ZAFI,A,AF-000498,A,CO,VAL,76001,Diagonal 44F # 30-1 Este,ever.chacón679@ejemplo.test,3256046154:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000499,1,Julio,Fabián,Ávila,Muñoz,,,1,19501005,ZCC,936938224,ZAFI,B,AF-000499,A,CO,VAL,76001,Cr. 5ª # 7-11,julio.suárez680@ejemplo.test,3098343675:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000500,1,Camilo,Edgar,Pérez,Ardila,,,1,19511021,ZCC,924475277,ZAFI,A,AF-000500,A,CO,CUN,25754,Cl. 70 # 9-7,camilo.lópez681@ejemplo.test,3389181844:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000501,1,Luz,,Quiroga,Vega,,,2,19680205,ZCC,934651503,ZAFI,C,AF-000501,A,CO,CUN,25754,Cr. 35H # 73-7 Sur,luz.morales682@ejemplo.test,3131849701:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000502,1,Alfonso,Josué,Arango,Hoyos,,,1,19860605,ZCC,934743844,ZAFI,A,AF-000502,A,CO,VAL,76001,Cl. 24N # 9-33 Sur,alfonso.rodríguez683@ejemplo.test,3395770344:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000503,1,Kevin,,Rodríguez,Moreno,,,1,19660904,ZCC,992341631,ZAFI,B,AF-000503,A,CO,CUN,25754,Dg. 97M # 52-3 Este,kevin.bonilla684@ejemplo.test,3414041352:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000504,1,Edwin,,Díaz,Rojas,,,1,19420117,ZCC,966263158,ZAFI,A,AF-000504,A,CO,ANT,05001,Avenida calle 4ª # 5-2 Este,edwin.caballero685@ejemplo.test,3336754617:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000505,1,Mirian,Mercedes,Flórez,Pérez,,,2,19500129,ZCC,994255671,ZAFI,B,AF-000505,A,CO,CUN,25754,Calle 47P # 8T-77 Este,mirian.ortiz687@ejemplo.test,3445029270:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000506,1,José,Jhoan,Caicedo,Alfonso,,,1,19900519,ZCC,948288486,ZAFI,B,AF-000506,A,CO,CUN,25754,Avenida calle 55 # 3-6 Sur,josé.cortés688@ejemplo.test,3035947701:TIT:OWN:TIT,,,Y,Y,,,,,20260901
